slug	current_path	target_path	reason
gao-nan-du-tan-hua	books/心理学/道格拉斯·斯通,布鲁斯·佩顿,希拉·汉-高难度谈话.md	books/关系家庭/沟通冲突/道格拉斯·斯通,布鲁斯·佩顿,希拉·汉-高难度谈话.md	primary reader goal is communication and conflict
lu-xi-fa-xiao-ying	books/心理学/菲利普·津巴多-路西法效应.md	books/思维科学/行为经济/菲利普·津巴多-路西法效应.md	primary reader goal is social bias and behavior
jin-ba-duo-pu-tong-xin-li-xue	books/心理学/菲利普·津巴多,罗伯特·约翰逊,薇薇安·麦卡恩-津巴多普通心理学.md	books/心理修复/心理通论/菲利普·津巴多,罗伯特·约翰逊,薇薇安·麦卡恩-津巴多普通心理学.md	psychology general shelf
qing-xu-ji-jiu	books/心理学/盖伊·温奇-情绪急救.md	books/心理修复/情绪内耗/盖伊·温奇-情绪急救.md	primary reader goal is emotion and mental strain
pian-jian-de-ben-zhi	books/心理学/戈登·奥尔波特-偏见的本质.md	books/思维科学/行为经济/戈登·奥尔波特-偏见的本质.md	primary reader goal is social bias and behavior
hai-zi-ba-ni-de-shou-gei-wo	books/心理学/海姆·吉诺特-孩子，把你的手给我.md	books/关系家庭/沟通冲突/海姆·吉诺特-孩子，把你的手给我.md	primary reader goal is communication and conflict
tuo-yan-xin-li-xue	books/心理学/简·博克,莱诺拉·袁-拖延心理学.md	books/心理修复/心理通论/简·博克,莱诺拉·袁-拖延心理学.md	psychology general shelf
zheng-mian-guan-jiao	books/心理学/简·尼尔森-正面管教.md	books/关系家庭/家庭教育/简·尼尔森-正面管教.md	primary reader goal is parenting and family education
xing-ge-de-xian-jing	books/心理学/杰弗里·E.杨,珍妮特·S.克洛斯科-性格的陷阱.md	books/心理修复/自尊成长/杰弗里·E.杨,珍妮特·S.克洛斯科-性格的陷阱.md	primary reader goal is self-worth and growth
zhong-shen-cheng-zhang	books/心理学/卡罗尔·德韦克-终身成长.md	books/心理修复/自尊成长/卡罗尔·德韦克-终身成长.md	primary reader goal is self-worth and growth
zi-kong-li	books/心理学/凯利·麦格尼格尔-自控力.md	books/心理修复/成瘾自控/凯利·麦格尼格尔-自控力.md	primary reader goal is addiction and self-control
guan-jian-dui-hua	books/心理学/科里·帕特森-关键对话.md	books/关系家庭/沟通冲突/科里·帕特森-关键对话.md	primary reader goal is communication and conflict
you-xi-li	books/心理学/劳伦斯·科恩-游戏力.md	books/关系家庭/家庭教育/劳伦斯·科恩-游戏力.md	primary reader goal is parenting and family education
ru-he-rang-ni-ai-de-ren-ai-shang-ni	books/心理学/莉尔·朗兹-如何让你爱的人爱上你.md	books/关系家庭/亲密关系/莉尔·朗兹-如何让你爱的人爱上你.md	primary reader goal is intimate relationship
gei-hai-zi-yi-sheng-de-an-quan-gan	books/心理学/林紫-给孩子一生的安全感.md	books/关系家庭/家庭教育/林紫-给孩子一生的安全感.md	primary reader goal is parenting and family education
hai-zi	books/心理学/鲁道夫·德雷克斯,薇姬·索尔兹-孩子.md	books/关系家庭/家庭教育/鲁道夫·德雷克斯,薇姬·索尔兹-孩子.md	primary reader goal is parenting and family education
xing-fu-de-xian-jing	books/心理学/路斯·哈里斯-幸福的陷阱.md	books/心理修复/情绪内耗/路斯·哈里斯-幸福的陷阱.md	primary reader goal is emotion and mental strain
mei-qi-deng-xiao-ying	books/心理学/罗宾·斯特恩-煤气灯效应.md	books/关系家庭/亲密关系/罗宾·斯特恩-煤气灯效应.md	primary reader goal is intimate relationship
ha-ma-xian-sheng-qu-kan-xin-li-yi-sheng	books/心理学/罗伯特·戴博德-蛤蟆先生去看心理医生.md	books/心理修复/情绪内耗/罗伯特·戴博德-蛤蟆先生去看心理医生.md	primary reader goal is emotion and mental strain
qin-mi-guan-xi	books/心理学/罗兰·米勒-亲密关系.md	books/关系家庭/亲密关系/罗兰·米勒-亲密关系.md	primary reader goal is intimate relationship
gou-tong-de-ben-zhi	books/心理学/罗纳德·阿德勒,劳伦斯·罗森菲尔德,拉塞尔·普罗科特-沟通的本质.md	books/关系家庭/沟通冲突/罗纳德·阿德勒,劳伦斯·罗森菲尔德,拉塞尔·普罗科特-沟通的本质.md	primary reader goal is communication and conflict
ye-xu-ni-gai-zhao-ge-ren-liao-liao	books/心理学/洛莉·戈特利布-也许你该找个人聊聊.md	books/心理修复/情绪内耗/洛莉·戈特利布-也许你该找个人聊聊.md	primary reader goal is emotion and mental strain
zhen-shi-de-xing-fu	books/心理学/马丁·塞利格曼-真实的幸福.md	books/心理修复/自尊成长/马丁·塞利格曼-真实的幸福.md	primary reader goal is self-worth and growth
fei-bao-li-gou-tong	books/心理学/马歇尔·卢森堡-非暴力沟通.md	books/关系家庭/沟通冲突/马歇尔·卢森堡-非暴力沟通.md	primary reader goal is communication and conflict
tong-nian-de-mi-mi	books/心理学/玛利亚·蒙台梭利-童年的秘密.md	books/关系家庭/儿童发展/玛利亚·蒙台梭利-童年的秘密.md	primary reader goal is child development
xiang-yue-xing-qi-er	books/心理学/米奇·阿尔博姆-相约星期二.md	books/心理修复/心理通论/米奇·阿尔博姆-相约星期二.md	psychology general shelf
shuo-fu	books/心理学/诺瓦·戈尔茨坦,史蒂夫·马丁,罗伯特·西奥迪尼-说服.md	books/关系家庭/沟通冲突/诺瓦·戈尔茨坦,史蒂夫·马丁,罗伯特·西奥迪尼-说服.md	primary reader goal is communication and conflict
bu-yuan-liang-ye-mei-guan-xi	books/心理学/皮特·沃克-不原谅也没关系.md	books/心理修复/创伤修复/皮特·沃克-不原谅也没关系.md	primary reader goal is trauma recovery
zheng-yi-zhi-xin	books/心理学/乔纳森·海特-正义之心.md	books/思维科学/行为经济/乔纳森·海特-正义之心.md	primary reader goal is social bias and behavior
qing-xu-shi-shen-me	books/心理学/乔瓦尼·弗契多-情绪是什么.md	books/心理修复/情绪内耗/乔瓦尼·弗契多-情绪是什么.md	primary reader goal is emotion and mental strain
she-hui-ren-zhi-xin-li-xue	books/心理学/桑标-社会认知心理学.md	books/思维科学/行为经济/桑标-社会认知心理学.md	primary reader goal is social bias and behavior
dui-quan-wei-de-fu-cong	books/心理学/斯坦利·米尔格拉姆-对权威的服从.md	books/思维科学/行为经济/斯坦利·米尔格拉姆-对权威的服从.md	primary reader goal is social bias and behavior
bao-jin-wo	books/心理学/苏珊·强森-抱紧我.md	books/关系家庭/亲密关系/苏珊·强森-抱紧我.md	primary reader goal is intimate relationship
wan-zheng-de-cheng-zhang	books/心理学/孙瑞雪-完整的成长.md	books/关系家庭/儿童发展/孙瑞雪-完整的成长.md	primary reader goal is child development
xing-fu-de-fang-fa	books/心理学/泰勒·本-沙哈尔-幸福的方法.md	books/心理修复/自尊成长/泰勒·本-沙哈尔-幸福的方法.md	primary reader goal is self-worth and growth
huo-chu-sheng-ming-de-yi-yi	books/心理学/维克多·E·弗兰克尔-活出生命的意义.md	books/心理修复/自尊成长/维克多·E·弗兰克尔-活出生命的意义.md	primary reader goal is self-worth and growth
yu-ba-bu-neng	books/心理学/亚当·奥尔特-欲罢不能.md	books/心理修复/成瘾自控/亚当·奥尔特-欲罢不能.md	primary reader goal is addiction and self-control
yi-lian	books/心理学/约翰·鲍尔比-依恋.md	books/关系家庭/亲密关系/约翰·鲍尔比-依恋.md	primary reader goal is intimate relationship
xing-fu-de-hun-yin	books/心理学/约翰·戈特曼,娜恩·西尔弗-幸福的婚姻.md	books/关系家庭/亲密关系/约翰·戈特曼,娜恩·西尔弗-幸福的婚姻.md	primary reader goal is intimate relationship
chuang-shang-yu-fu-yuan	books/心理学/朱迪思·赫尔曼-创伤与复原.md	books/心理修复/创伤修复/朱迪思·赫尔曼-创伤与复原.md	primary reader goal is trauma recovery
qing-xu-le-suo	books/心理学/朱迪斯·P·西格尔-情绪勒索.md	books/关系家庭/亲密关系/朱迪斯·P·西格尔-情绪勒索.md	primary reader goal is intimate relationship
duo-ba-an-guo-du	books/心理学/Anna Lembke-多巴胺国度.md	books/心理修复/成瘾自控/Anna Lembke-多巴胺国度.md	primary reader goal is addiction and self-control
zi-zun	books/心理学/Matthew McKay,Patrick Fanning-自尊.md	books/心理修复/自尊成长/Matthew McKay,Patrick Fanning-自尊.md	primary reader goal is self-worth and growth
dang-xia-de-li-liang	books/哲学/埃克哈特·托利-当下的力量.md	books/人文艺术/人生哲学/埃克哈特·托利-当下的力量.md	life philosophy shelf
wu-qiong-de-kai-shi	books/哲学/戴维·多伊奇-无穷的开始.md	books/思维科学/证据科学/戴维·多伊奇-无穷的开始.md	primary reader goal is mind, knowledge, and explanation
yi-shi-de-jie-shi	books/哲学/丹尼尔·丹尼特-意识的解释.md	books/思维科学/证据科学/丹尼尔·丹尼特-意识的解释.md	primary reader goal is mind, knowledge, and explanation
ren-de-jing-kuang	books/哲学/汉娜·阿伦特-人的境况.md	books/人文艺术/政治哲学/汉娜·阿伦特-人的境况.md	political philosophy shelf
xi-da-duo	books/哲学/赫尔曼·黑塞-悉达多.md	books/人文艺术/人生哲学/赫尔曼·黑塞-悉达多.md	life philosophy shelf
kai-fang-she-hui-ji-qi-di-ren	books/哲学/卡尔·波普尔-开放社会及其敌人.md	books/人文艺术/政治哲学/卡尔·波普尔-开放社会及其敌人.md	political philosophy shelf
lun-yu	books/哲学/孔子-论语.md	books/人文艺术/中国哲学/孔子-论语.md	Chinese philosophy shelf
dao-de-jing	books/哲学/老子-道德经.md	books/人文艺术/中国哲学/老子-道德经.md	Chinese philosophy shelf
chen-si-lu	books/哲学/马可·奥勒留-沉思录.md	books/人文艺术/人生哲学/马可·奥勒留-沉思录.md	life philosophy shelf
gong-zheng	books/哲学/迈克尔·桑德尔-公正.md	books/人文艺术/政治哲学/迈克尔·桑德尔-公正.md	political philosophy shelf
su-fei-de-shi-jie	books/哲学/乔斯坦·贾德-苏菲的世界.md	books/人文艺术/人生哲学/乔斯坦·贾德-苏菲的世界.md	life philosophy shelf
ren-sheng-de-zhi-hui	books/哲学/叔本华-人生的智慧.md	books/人文艺术/人生哲学/叔本华-人生的智慧.md	life philosophy shelf
ni-ge-ma-ke-lun-li-xue	books/哲学/亚里士多德-尼各马可伦理学.md	books/人文艺术/人生哲学/亚里士多德-尼各马可伦理学.md	life philosophy shelf
zheng-yi-lun	books/哲学/约翰·罗尔斯-正义论.md	books/人文艺术/政治哲学/约翰·罗尔斯-正义论.md	political philosophy shelf
